Created Date,Problem (formerly Complaint Type),Problem Detail (formerly Descriptor),Status,Resolution Description,Borough
01/02/2026 07:45:16 AM,heat/hot water,apartment,closed,department housing preservation development able gain access apartment others building inspect lack heat hot water complaint closed condition still exists please file new complaint,bronx
01/02/2026 07:45:16 AM,water leak,heavy flow,closed,department housing preservation development inspected following condition violation issued complaint closed,bronx
01/02/2026 07:45:14 AM,heat/hot water,apartment,closed,department housing preservation development conducted attempted conduct inspection information inspection result found hpds website wwwnycgov/hpd using hpdonline enter address home page entering sr number complaint status option,bronx
01/02/2026 07:45:14 AM,door/window,window frame,closed,hpd conducted inspection complaint condition observed inspector violate housing law enforced hpd complaint closed,bronx
01/02/2026 07:45:00 AM,nonemergency police matter,complaint detail,closed,new york city police department responded complaint investigation determined police action necessary problem persists please contact create another complaint possible provide contact information responding officer may reach detail count new yorkers like maintain safe city please let u know see condition require attention,brooklyn
01/02/2026 07:45:00 AM,street light condition,lamppost wire exposed,assigned,service request status request available department transportation website please click learn link,manhattan
01/02/2026 07:44:50 AM,illegal parking,posted parking sign violation,closed,new york city police department responded complaint investigation determined criminal violation existed condition corrected without need issue summons effect arrest problem persists please contact create another complaint possible provide contact information responding officer may reach detail necessary complaint may referred local precinct special operation unit quality life etc thank attention matter count new yorkers like maintain safe city please let u know see condition require attention,brooklyn
01/02/2026 07:44:10 AM,mobile food vendor,equipment,progress,department health mental hygiene received processed complaint restaurant mobile food vendor inspected annually restaurant inspection result found wwwnycgov copy inspection requested,brooklyn
01/02/2026 07:44:00 AM,sewer,sewer backup use comment sa,closed,department environmental protection investigated complaint upon investigation indication city sewer issue suspected sewer backup due internal plumbing issue,brooklyn
01/02/2026 07:43:59 AM,noise street/sidewalk,loud music/party,closed,new york city police department responded complaint information available observed evidence criminal violation time problem persists please contact create another complaint possible provide contact information responding officer may reach detail necessary complaint may referred local precinct special operation unit quality life etc count new yorkers like maintain safe city please let u know see condition require attention,queen
01/02/2026 07:43:54 AM,abandoned vehicle,license plate,closed,new york city police department responded complaint investigation determined criminal violation existed condition corrected without need issue summons effect arrest problem persists please contact create another complaint possible provide contact information responding officer may reach detail necessary complaint may referred local precinct special operation unit quality life etc thank attention matter count new yorkers like maintain safe city please let u know see condition require attention,queen
01/02/2026 07:43:41 AM,street condition,plate condition noisy,closed,department transportation inspected condition reported found condition meet standard and/or valid permit conduct work,queen
01/02/2026 07:43:25 AM,food poisoning,,progress,nan,manhattan
01/02/2026 07:42:04 AM,nonemergency police matter,complaint detail,closed,new york city police department responded complaint investigation determined police action necessary problem persists please contact create another complaint possible provide contact information responding officer may reach detail count new yorkers like maintain safe city please let u know see condition require attention,queen
01/02/2026 07:42:01 AM,heat/hot water,entire building,closed,complaint duplicate buildingwide condition already reported another tenant original complaint still open hpd may need confirm condition exists inspecting one apartment cannot contact tenant original complaint get access apartment hpd may attempt contact person filed complaint verify correction condition may conduct inspection unit check hpdonline see,manhattan
01/02/2026 07:42:00 AM,street light condition,lamppost wire exposed,assigned,service request status request available department transportation website please click learn link,manhattan
01/02/2026 07:41:58 AM,heat/hot water,entire building,closed,hpd responded complaint heat hot water building occupant building confirmed heat hot water restored inspector attempted conduct inspection contacted phone number associated complaint complaint closed please submit new service request condition still exists,brooklyn
01/02/2026 07:41:57 AM,abandoned vehicle,license plate,closed,new york city police department responded complaint information available observed evidence criminal violation time problem persists please contact create another complaint possible provide contact information responding officer may reach detail necessary complaint may referred local precinct special operation unit quality life etc count new yorkers like maintain safe city please let u know see condition require attention,queen
01/02/2026 07:41:46 AM,heat/hot water,entire building,closed,hpd called telephone number file complaint someone number indicated condition corrected complaint closed please submit new service request condition still exists,bronx
01/02/2026 07:41:44 AM,heat/hot water,entire building,closed,hpd called telephone number file complaint someone number indicated condition corrected complaint closed please submit new service request condition still exists,bronx
01/02/2026 07:41:30 AM,street condition,pothole,closed,department transportation inspected complaint repaired problem,brooklyn
01/02/2026 07:41:26 AM,illegal parking,posted parking sign violation,closed,new york city police department responded complaint observed criminal violation upon arrival problem persists please contact create another complaint possible provide contact information responding officer may reach detail count new yorkers like maintain safe city please let u know see condition require attention,staten island
01/02/2026 07:41:08 AM,illegal parking,blocked hydrant,closed,new york city police department responded complaint investigation determined criminal violation existed condition corrected without need issue summons effect arrest problem persists please contact create another complaint possible provide contact information responding officer may reach detail necessary complaint may referred local precinct special operation unit quality life etc thank attention matter count new yorkers like maintain safe city please let u know see condition require attention,brooklyn
01/02/2026 07:41:07 AM,blocked driveway,access,closed,new york city police department responded complaint investigation determined violation law occurred police issued summons response complaint thank attention matter count new yorkers like maintain safe city please let u know see condition require attention,queen
01/02/2026 07:41:06 AM,illegal parking,blocked hydrant,closed,new york city police department responded complaint observed criminal violation upon arrival problem persists please contact create another complaint possible provide contact information responding officer may reach detail count new yorkers like maintain safe city please let u know see condition require attention,queen
01/02/2026 07:40:45 AM,illegal parking,posted parking sign violation,closed,new york city police department responded complaint information available observed evidence criminal violation time problem persists please contact create another complaint possible provide contact information responding officer may reach detail necessary complaint may referred local precinct special operation unit quality life etc count new yorkers like maintain safe city please let u know see condition require attention,brooklyn
01/02/2026 07:40:43 AM,illegal parking,blocked bike lane,closed,new york city police department responded complaint investigation determined criminal violation existed condition corrected without need issue summons effect arrest problem persists please contact create another complaint possible provide contact information responding officer may reach detail necessary complaint may referred local precinct special operation unit quality life etc thank attention matter count new yorkers like maintain safe city please let u know see condition require attention,staten island
01/02/2026 07:40:35 AM,street condition,pothole,closed,department transportation inspected complaint find reported problem,queen
01/02/2026 07:40:27 AM,blocked driveway,access,closed,new york city police department responded complaint investigation determined violation law occurred police issued summons response complaint thank attention matter count new yorkers like maintain safe city please let u know see condition require attention,queen
01/02/2026 07:40:17 AM,illegal parking,blocked hydrant,closed,new york city police department responded complaint investigation determined police action necessary problem persists please contact create another complaint possible provide contact information responding officer may reach detail count new yorkers like maintain safe city please let u know see condition require attention,queen
01/02/2026 07:40:00 AM,street light condition,lamppost base door/cover open,assigned,service request status request available department transportation website please click learn link,manhattan
01/02/2026 07:39:52 AM,blocked driveway,access,closed,new york city police department responded complaint observed criminal violation upon arrival problem persists please contact create another complaint possible provide contact information responding officer may reach detail count new yorkers like maintain safe city please let u know see condition require attention,bronx
01/02/2026 07:39:48 AM,illegal parking,blocked hydrant,closed,new york city police department responded complaint investigation determined police action necessary problem persists please contact create another complaint possible provide contact information responding officer may reach detail count new yorkers like maintain safe city please let u know see condition require attention,queen
01/02/2026 07:39:34 AM,illegal parking,blocked hydrant,closed,new york city police department responded complaint observed criminal violation upon arrival problem persists please contact create another complaint possible provide contact information responding officer may reach detail count new yorkers like maintain safe city please let u know see condition require attention,brooklyn
01/02/2026 07:39:34 AM,illegal parking,posted parking sign violation,closed,new york city police department responded complaint investigation determined criminal violation existed condition corrected without need issue summons effect arrest problem persists please contact create another complaint possible provide contact information responding officer may reach detail necessary complaint may referred local precinct special operation unit quality life etc thank attention matter count new yorkers like maintain safe city please let u know see condition require attention,brooklyn
01/02/2026 07:39:33 AM,illegal parking,blocked crosswalk,closed,new york city police department responded complaint investigation determined violation law occurred police issued summons response complaint thank attention matter count new yorkers like maintain safe city please let u know see condition require attention,brooklyn
01/02/2026 07:39:27 AM,heat/hot water,entire building,closed,department housing preservation development contacted tenant building verified following condition corrected complaint closed condition still exists please file new complaint,brooklyn
01/02/2026 07:39:21 AM,heat/hot water,entire building,closed,hpd called telephone number file complaint someone number indicated condition corrected complaint closed please submit new service request condition still exists,bronx
01/02/2026 07:39:21 AM,blocked driveway,access,closed,new york city police department responded complaint investigation determined violation law occurred police issued summons response complaint thank attention matter count new yorkers like maintain safe city please let u know see condition require attention,brooklyn
01/02/2026 07:39:20 AM,heat/hot water,entire building,closed,department housing preservation development conducted attempted conduct inspection information inspection result found hpds website wwwnycgov/hpd using hpdonline enter address home page entering sr number complaint status option,manhattan
01/02/2026 07:39:13 AM,plumbing,water supply,closed,hpd called telephone number file complaint someone number indicated condition corrected complaint closed please submit new service request condition still exists,bronx
01/02/2026 07:39:11 AM,heat/hot water,entire building,closed,department housing preservation development contacted tenant building verified following condition corrected complaint closed condition still exists please file new complaint,bronx
01/02/2026 07:38:41 AM,noise residential,banging/pounding,closed,new york city police department responded complaint information available observed evidence criminal violation time problem persists please contact create another complaint possible provide contact information responding officer may reach detail necessary complaint may referred local precinct special operation unit quality life etc count new yorkers like maintain safe city please let u know see condition require attention,manhattan
01/02/2026 07:38:40 AM,heat/hot water,entire building,closed,complaint duplicate buildingwide condition already reported another tenant original complaint still open hpd may need confirm condition exists inspecting one apartment cannot contact tenant original complaint get access apartment hpd may attempt contact person filed complaint verify correction condition may conduct inspection unit check hpdonline see,queen
01/02/2026 07:38:40 AM,heat/hot water,entire building,closed,complaint duplicate buildingwide condition already reported another tenant original complaint still open hpd may need confirm condition exists inspecting one apartment cannot contact tenant original complaint get access apartment hpd may attempt contact person filed complaint verify correction condition may conduct inspection unit check hpdonline see,manhattan
01/02/2026 07:38:30 AM,illegal parking,posted parking sign violation,closed,new york city police department responded complaint observed criminal violation upon arrival problem persists please contact create another complaint possible provide contact information responding officer may reach detail count new yorkers like maintain safe city please let u know see condition require attention,brooklyn
01/02/2026 07:38:14 AM,noise residential,loud music/party,closed,new york city police department responded complaint officer unable gain entry premise problem persists please contact create another complaint ensure contact information eg buzzer number phone number etc available assist responding officer gaining entry properly investigate complaint count new yorkers like maintain safe city please let u know see condition require attention,brooklyn
01/02/2026 07:37:39 AM,noise vehicle,car/truck horn,closed,new york city police department responded complaint investigation determined criminal violation existed condition corrected without need issue summons effect arrest problem persists please contact create another complaint possible provide contact information responding officer may reach detail necessary complaint may referred local precinct special operation unit quality life etc thank attention matter count new yorkers like maintain safe city please let u know see condition require attention,queen
01/02/2026 07:37:29 AM,illegal parking,blocked sidewalk,closed,new york city police department responded complaint investigation determined violation law occurred police issued summons response complaint thank attention matter count new yorkers like maintain safe city please let u know see condition require attention,bronx
01/02/2026 07:37:19 AM,blocked driveway,partial access,closed,new york city police department responded complaint investigation determined police action necessary problem persists please contact create another complaint possible provide contact information responding officer may reach detail count new yorkers like maintain safe city please let u know see condition require attention,queen
01/02/2026 07:36:36 AM,illegal parking,posted parking sign violation,closed,new york city police department responded complaint observed criminal violation upon arrival problem persists please contact create another complaint possible provide contact information responding officer may reach detail count new yorkers like maintain safe city please let u know see condition require attention,manhattan
01/02/2026 07:36:33 AM,noise residential,banging/pounding,closed,new york city police department responded complaint investigation determined criminal violation existed condition corrected without need issue summons effect arrest problem persists please contact create another complaint possible provide contact information responding officer may reach detail necessary complaint may referred local precinct special operation unit quality life etc thank attention matter count new yorkers like maintain safe city please let u know see condition require attention,brooklyn
01/02/2026 07:36:32 AM,illegal parking,posted parking sign violation,closed,new york city police department responded complaint observed criminal violation upon arrival problem persists please contact create another complaint possible provide contact information responding officer may reach detail count new yorkers like maintain safe city please let u know see condition require attention,manhattan
01/02/2026 07:36:08 AM,illegal parking,blocked hydrant,closed,new york city police department responded complaint observed criminal violation upon arrival problem persists please contact create another complaint possible provide contact information responding officer may reach detail count new yorkers like maintain safe city please let u know see condition require attention,brooklyn
01/02/2026 07:35:42 AM,illegal parking,license plate obscured,closed,new york city police department responded complaint report prepared part investigation thank attention matter count new yorkers like maintain safe city please let u know see condition require attention,bronx
01/02/2026 07:35:40 AM,blocked driveway,partial access,closed,new york city police department responded complaint information available observed evidence criminal violation time problem persists please contact create another complaint possible provide contact information responding officer may reach detail necessary complaint may referred local precinct special operation unit quality life etc count new yorkers like maintain safe city please let u know see condition require attention,staten island
01/02/2026 07:35:39 AM,heat/hot water,entire building,closed,hpd responded complaint heat hot water building occupant building confirmed heat hot water restored inspector attempted conduct inspection contacted phone number associated complaint complaint closed please submit new service request condition still exists,queen
01/02/2026 07:35:21 AM,illegal parking,blocked hydrant,closed,new york city police department responded complaint investigation determined violation law occurred police issued summons response complaint thank attention matter count new yorkers like maintain safe city please let u know see condition require attention,brooklyn
01/02/2026 07:35:19 AM,heat/hot water,apartment,closed,department housing preservation development conducted attempted conduct inspection information inspection result found hpds website wwwnycgov/hpd using hpdonline enter address home page entering sr number complaint status option,bronx
01/02/2026 07:35:10 AM,heat/hot water,entire building,closed,department housing preservation development conducted attempted conduct inspection information inspection result found hpds website wwwnycgov/hpd using hpdonline enter address home page entering sr number complaint status option,brooklyn
01/02/2026 07:35:01 AM,illegal parking,license plate obscured,closed,new york city police department responded complaint investigation determined police action necessary problem persists please contact create another complaint possible provide contact information responding officer may reach detail count new yorkers like maintain safe city please let u know see condition require attention,manhattan
01/02/2026 07:35:00 AM,sewer,sewer backup use comment sa,closed,department environmental protection investigated complaint upon investigation indication city sewer issue suspected sewer backup due internal plumbing issue,queen
01/02/2026 07:35:00 AM,noise,noise barking dog nr,closed,department environmental protection dep sent dog owner warning letter includes recommendation reduce dog barking dep also sent letter acknowledge complaint dep expects may take six week change recommend take effect excessive dog barking continues time please file new service request,staten island
01/02/2026 07:35:00 AM,water system,hydrant defective wc,closed,department environment protection inspected complaint could find problem reported condition persists please call calling nonnew york city area code detailed information submit new complaint,queen
01/02/2026 07:35:00 AM,traffic signal condition,controller,closed,service request status request available department transportation website please click learn link,brooklyn
01/02/2026 07:34:57 AM,illegal parking,blocked crosswalk,closed,new york city police department responded complaint observed criminal violation upon arrival problem persists please contact create another complaint possible provide contact information responding officer may reach detail count new yorkers like maintain safe city please let u know see condition require attention,queen
01/02/2026 07:34:53 AM,heat/hot water,entire building,closed,department housing preservation development conducted attempted conduct inspection information inspection result found hpds website wwwnycgov/hpd using hpdonline enter address home page entering sr number complaint status option,brooklyn
01/02/2026 07:34:51 AM,heat/hot water,entire building,closed,hpd inspected condition complaint closed violation issued law provides property owner time correct condition violation description date property owner correct violation available hpdonline owner corrected condition date provided may wish bring case housing court seeking correction conditionsto find start housing court case visit hpds w,bronx
01/02/2026 07:34:50 AM,illegal parking,blocked crosswalk,closed,new york city police department responded complaint investigation determined violation law occurred police issued summons response complaint thank attention matter count new yorkers like maintain safe city please let u know see condition require attention,bronx
01/02/2026 07:34:39 AM,heat/hot water,apartment,closed,complaint duplicate buildingwide condition already reported another tenant original complaint still open hpd may need confirm condition exists inspecting one apartment cannot contact tenant original complaint get access apartment hpd may attempt contact person filed complaint verify correction condition may conduct inspection unit check hpdonline see,brooklyn
01/02/2026 07:34:39 AM,unsanitary condition,mold,closed,hpd inspected condition complaint closed violation issued law provides property owner time correct condition violation description date property owner correct violation available hpdonline owner corrected condition date provided may wish bring case housing court seeking correction conditionsto find start housing court case visit hpds w,brooklyn
01/02/2026 07:34:39 AM,heat/hot water,apartment,closed,hpd called telephone number file complaint someone number indicated condition corrected complaint closed please submit new service request condition still exists,brooklyn
01/02/2026 07:34:27 AM,animalabuse,complaint detail,closed,new york city police department responded complaint information available observed evidence criminal violation time problem persists please contact create another complaint possible provide contact information responding officer may reach detail necessary complaint may referred local precinct special operation unit quality life etc count new yorkers like maintain safe city please let u know see condition require attention,brooklyn
01/02/2026 07:34:20 AM,heat/hot water,apartment,closed,department housing preservation development able gain access apartment others building inspect lack heat hot water complaint closed condition still exists please file new complaint,manhattan
01/02/2026 07:34:19 AM,heat/hot water,entire building,closed,complaint duplicate buildingwide condition already reported another tenant original complaint still open hpd may need confirm condition exists inspecting one apartment cannot contact tenant original complaint get access apartment hpd may attempt contact person filed complaint verify correction condition may conduct inspection unit check hpdonline see,brooklyn
01/02/2026 07:34:19 AM,heat/hot water,entire building,closed,complaint duplicate buildingwide condition already reported another tenant original complaint still open hpd may need confirm condition exists inspecting one apartment cannot contact tenant original complaint get access apartment hpd may attempt contact person filed complaint verify correction condition may conduct inspection unit check hpdonline see,manhattan
01/02/2026 07:34:17 AM,unsanitary condition,garbage/recycling storage,closed,hpd attempted conduct inspection response complaint unable complete inspection please submit new service request condition still exists information reason hpd unable inspect contact hpd tenant information messaging service,bronx
01/02/2026 07:33:45 AM,noise residential,loud music/party,closed,new york city police department responded complaint investigation determined criminal violation existed condition corrected without need issue summons effect arrest problem persists please contact create another complaint possible provide contact information responding officer may reach detail necessary complaint may referred local precinct special operation unit quality life etc thank attention matter count new yorkers like maintain safe city please let u know see condition require attention,bronx
01/02/2026 07:33:42 AM,panhandling,nan,closed,new york city police department responded complaint observed criminal violation upon arrival problem persists please contact create another complaint possible provide contact information responding officer may reach detail count new yorkers like maintain safe city please let u know see condition require attention,bronx
01/02/2026 07:33:35 AM,heat/hot water,entire building,closed,department housing preservation development contacted tenant building verified following condition corrected complaint closed condition still exists please file new complaint,bronx
01/02/2026 07:33:34 AM,rodent,rat sighting,progress,nan,bronx
01/02/2026 07:33:11 AM,illegal parking,blocked crosswalk,closed,new york city police department responded complaint investigation determined violation law occurred police issued summons response complaint thank attention matter count new yorkers like maintain safe city please let u know see condition require attention,brooklyn
01/02/2026 07:32:44 AM,illegal parking,posted parking sign violation,closed,new york city police department responded complaint information available observed evidence criminal violation time problem persists please contact create another complaint possible provide contact information responding officer may reach detail necessary complaint may referred local precinct special operation unit quality life etc count new yorkers like maintain safe city please let u know see condition require attention,queen
01/02/2026 07:32:14 AM,heat/hot water,apartment,closed,department housing preservation development able gain access apartment others building inspect lack heat hot water complaint closed condition still exists please file new complaint,queen
01/02/2026 07:32:05 AM,heat/hot water,apartment,closed,complaint duplicate buildingwide condition already reported another tenant original complaint still open hpd may need confirm condition exists inspecting one apartment cannot contact tenant original complaint get access apartment hpd may attempt contact person filed complaint verify correction condition may conduct inspection unit check hpdonline see,brooklyn
01/02/2026 07:32:05 AM,electric,lighting,closed,hpd called telephone number file complaint someone number indicated condition corrected complaint closed please submit new service request condition still exists,brooklyn
01/02/2026 07:32:05 AM,plumbing,water supply,closed,complaint duplicate buildingwide condition already reported another tenant original complaint still open hpd may need confirm condition exists inspecting one apartment cannot contact tenant original complaint get access apartment hpd may attempt contact person filed complaint verify correction condition may conduct inspection unit check hpdonline see,brooklyn
01/02/2026 07:32:03 AM,heat/hot water,entire building,closed,department housing preservation development conducted attempted conduct inspection information inspection result found hpds website wwwnycgov/hpd using hpdonline enter address home page entering sr number complaint status option,manhattan
01/02/2026 07:32:01 AM,heat/hot water,apartment,closed,department housing preservation development able gain access apartment others building inspect lack heat hot water complaint closed condition still exists please file new complaint,brooklyn
01/02/2026 07:32:00 AM,dirty condition,dog waste,closed,department sanitation investigated complaint found violation location,manhattan
01/02/2026 07:31:56 AM,abandoned vehicle,license plate,closed,new york city police department responded complaint investigation determined criminal violation existed condition corrected without need issue summons effect arrest problem persists please contact create another complaint possible provide contact information responding officer may reach detail necessary complaint may referred local precinct special operation unit quality life etc thank attention matter count new yorkers like maintain safe city please let u know see condition require attention,queen
01/02/2026 07:31:28 AM,heat/hot water,entire building,closed,hpd responded complaint heat hot water building occupant building confirmed heat hot water restored inspector attempted conduct inspection contacted phone number associated complaint complaint closed please submit new service request condition still exists,brooklyn
01/02/2026 07:31:27 AM,heat/hot water,apartment,closed,department housing preservation development able gain access apartment others building inspect lack heat hot water complaint closed condition still exists please file new complaint,bronx
01/02/2026 07:31:20 AM,heat/hot water,entire building,closed,department housing preservation development conducted attempted conduct inspection information inspection result found hpds website wwwnycgov/hpd using hpdonline enter address home page entering sr number complaint status option,manhattan
01/02/2026 07:31:11 AM,heat/hot water,apartment,closed,hpd conducted inspection complaint condition observed inspector violate housing law enforced hpd complaint closed,brooklyn
01/02/2026 07:31:09 AM,heat/hot water,entire building,closed,complaint duplicate buildingwide condition already reported another tenant original complaint still open hpd may need confirm condition exists inspecting one apartment cannot contact tenant original complaint get access apartment hpd may attempt contact person filed complaint verify correction condition may conduct inspection unit check hpdonline see,brooklyn
01/02/2026 07:30:56 AM,blocked driveway,access,closed,new york city police department responded complaint investigation determined violation law occurred police issued summons response complaint thank attention matter count new yorkers like maintain safe city please let u know see condition require attention,brooklyn
01/02/2026 07:30:10 AM,illegal parking,blocked hydrant,closed,new york city police department responded complaint observed criminal violation upon arrival problem persists please contact create another complaint possible provide contact information responding officer may reach detail count new yorkers like maintain safe city please let u know see condition require attention,queen
01/02/2026 07:29:43 AM,blocked driveway,access,closed,new york city police department responded complaint investigation determined violation law occurred police issued summons response complaint thank attention matter count new yorkers like maintain safe city please let u know see condition require attention,queen
01/02/2026 07:29:27 AM,encampment,nan,closed,new york city police department responded complaint observed encampment noted location problem persists please contact create another complaint possible provide contact information responding officer may reach detail count new yorkers like maintain safe city please let u know see condition require attention,manhattan
01/02/2026 07:29:03 AM,blocked driveway,access,closed,new york city police department responded complaint investigation determined violation law occurred police issued summons response complaint thank attention matter count new yorkers like maintain safe city please let u know see condition require attention,bronx
01/02/2026 07:28:49 AM,abandoned vehicle,license plate,closed,complaint received fall jurisdiction new york city police department please contact local precinct information including city agency request referred count new yorkers like maintain safe city please let u know see condition require attention,brooklyn
01/02/2026 07:28:19 AM,noise residential,loud music/party,closed,new york city police department responded complaint officer unable gain entry premise problem persists please contact create another complaint ensure contact information eg buzzer number phone number etc available assist responding officer gaining entry properly investigate complaint count new yorkers like maintain safe city please let u know see condition require attention,brooklyn
01/02/2026 07:28:03 AM,heat/hot water,entire building,closed,hpd conducted inspection complaint condition observed inspector violate housing law enforced hpd complaint closed,brooklyn
01/02/2026 07:28:02 AM,graffiti,graffiti,open,city notify property owner within day city clean graffiti unless property owner responds within day property owner may choose keep graffiti clean property him/herself request day extension,staten island
01/02/2026 07:27:59 AM,illegal parking,posted parking sign violation,closed,new york city police department responded complaint investigation determined violation law occurred police issued summons response complaint thank attention matter count new yorkers like maintain safe city please let u know see condition require attention,brooklyn
01/02/2026 07:27:51 AM,heat/hot water,entire building,closed,department housing preservation development conducted attempted conduct inspection information inspection result found hpds website wwwnycgov/hpd using hpdonline enter address home page entering sr number complaint status option,brooklyn
01/02/2026 07:27:28 AM,plumbing,water supply,closed,complaint duplicate buildingwide condition already reported another tenant original complaint still open hpd may need confirm condition exists inspecting one apartment cannot contact tenant original complaint get access apartment hpd may attempt contact person filed complaint verify correction condition may conduct inspection unit check hpdonline see,manhattan
01/02/2026 07:27:28 AM,heat/hot water,apartment,closed,department housing preservation development conducted attempted conduct inspection information inspection result found hpds website wwwnycgov/hpd using hpdonline enter address home page entering sr number complaint status option,manhattan
01/02/2026 07:27:20 AM,heat/hot water,entire building,closed,hpd responded complaint heat hot water building occupant building confirmed heat hot water restored inspector attempted conduct inspection contacted phone number associated complaint complaint closed please submit new service request condition still exists,manhattan
01/02/2026 07:27:19 AM,noise vehicle,car/truck horn,closed,new york city police department responded complaint investigation determined criminal violation existed condition corrected without need issue summons effect arrest problem persists please contact create another complaint possible provide contact information responding officer may reach detail necessary complaint may referred local precinct special operation unit quality life etc thank attention matter count new yorkers like maintain safe city please let u know see condition require attention,queen
01/02/2026 07:26:45 AM,abandoned vehicle,license plate,closed,complaint received fall jurisdiction new york city police department please contact local precinct information including city agency request referred count new yorkers like maintain safe city please let u know see condition require attention,brooklyn
01/02/2026 07:25:49 AM,noise residential,loud music/party,closed,new york city police department responded complaint investigation determined criminal violation existed condition corrected without need issue summons effect arrest problem persists please contact create another complaint possible provide contact information responding officer may reach detail necessary complaint may referred local precinct special operation unit quality life etc thank attention matter count new yorkers like maintain safe city please let u know see condition require attention,brooklyn
01/02/2026 07:25:47 AM,graffiti,graffiti,closed,city inspected property cleaning graffiti found,staten island
01/02/2026 07:25:37 AM,illegal parking,posted parking sign violation,closed,new york city police department responded complaint investigation determined violation law occurred police issued summons response complaint thank attention matter count new yorkers like maintain safe city please let u know see condition require attention,bronx
01/02/2026 07:25:31 AM,illegal parking,blocked hydrant,closed,new york city police department responded complaint investigation determined violation law occurred police issued summons response complaint thank attention matter count new yorkers like maintain safe city please let u know see condition require attention,brooklyn
01/02/2026 07:25:28 AM,illegal parking,posted parking sign violation,closed,new york city police department responded complaint investigation determined violation law occurred police issued summons response complaint thank attention matter count new yorkers like maintain safe city please let u know see condition require attention,staten island
01/02/2026 07:25:00 AM,traffic signal condition,controller,closed,service request status request available department transportation website please click learn link,brooklyn
01/02/2026 07:24:56 AM,illegal dumping,removal request,closed,department sanitation cleaned location,brooklyn
01/02/2026 07:24:25 AM,illegal parking,blocked crosswalk,closed,new york city police department responded complaint investigation determined violation law occurred police issued summons response complaint thank attention matter count new yorkers like maintain safe city please let u know see condition require attention,brooklyn
01/02/2026 07:24:21 AM,maintenance facility,garbage litter,closed,nyc park completed requested work order corrected problem,brooklyn
01/02/2026 07:24:20 AM,dirty condition,trash,closed,department sanitation cleaned location,staten island
01/02/2026 07:24:19 AM,heat/hot water,entire building,closed,complaint duplicate buildingwide condition already reported another tenant original complaint still open hpd may need confirm condition exists inspecting one apartment cannot contact tenant original complaint get access apartment hpd may attempt contact person filed complaint verify correction condition may conduct inspection unit check hpdonline see,manhattan
01/02/2026 07:23:58 AM,plumbing,water supply,open,following complaint condition still open hpd already attempted notify property owner condition exists tenant provide access owner make repair hpd may attempt contact tenant phone verify correction condition hpd inspector may attempt conduct inspection,queen
01/02/2026 07:23:58 AM,illegal parking,posted parking sign violation,closed,new york city police department responded complaint investigation determined violation law occurred police issued summons response complaint thank attention matter count new yorkers like maintain safe city please let u know see condition require attention,bronx
01/02/2026 07:23:47 AM,heat/hot water,entire building,closed,department housing preservation development conducted attempted conduct inspection information inspection result found hpds website wwwnycgov/hpd using hpdonline enter address home page entering sr number complaint status option,manhattan
01/02/2026 07:23:37 AM,illegal parking,blocked hydrant,closed,new york city police department responded complaint investigation determined criminal violation existed condition corrected without need issue summons effect arrest problem persists please contact create another complaint possible provide contact information responding officer may reach detail necessary complaint may referred local precinct special operation unit quality life etc thank attention matter count new yorkers like maintain safe city please let u know see condition require attention,brooklyn
01/02/2026 07:23:31 AM,heat/hot water,entire building,closed,complaint duplicate buildingwide condition already reported another tenant original complaint still open hpd may need confirm condition exists inspecting one apartment cannot contact tenant original complaint get access apartment hpd may attempt contact person filed complaint verify correction condition may conduct inspection unit check hpdonline see,brooklyn
01/02/2026 07:23:30 AM,heat/hot water,apartment,closed,hpd conducted inspection complaint condition observed inspector violate housing law enforced hpd complaint closed,bronx
01/02/2026 07:23:30 AM,heat/hot water,entire building,closed,department housing preservation development able gain access apartment others building inspect lack heat hot water complaint closed condition still exists please file new complaint,bronx
01/02/2026 07:23:28 AM,heat/hot water,apartment,closed,department housing preservation development able gain access apartment others building inspect lack heat hot water complaint closed condition still exists please file new complaint,brooklyn
01/02/2026 07:23:26 AM,heat/hot water,entire building,closed,complaint duplicate buildingwide condition already reported another tenant original complaint still open hpd may need confirm condition exists inspecting one apartment cannot contact tenant original complaint get access apartment hpd may attempt contact person filed complaint verify correction condition may conduct inspection unit check hpdonline see,manhattan
01/02/2026 07:23:19 AM,heat/hot water,entire building,closed,department housing preservation development contacted tenant building verified following condition corrected complaint closed condition still exists please file new complaint,bronx
01/02/2026 07:23:18 AM,electric,power outage,closed,hpd inspected condition complaint closed violation issued law provides property owner time correct condition violation description date property owner correct violation available hpdonline owner corrected condition date provided may wish bring case housing court seeking correction conditionsto find start housing court case visit hpds w,bronx
